division,order_number,customer_name,proj_num,Complexity,fiscal_year,eck_lead_wks,include,eck_month,book_month,days_to_book
VP,1802078701,L. R. WOOTEN BUILDING CO.,18020787,Simple (<=100),2018,11.86,Yes,2018-04-01,2018-04-01,0
VP,1802080901,L. R. WOOTEN BUILDING CO.,18020809,Simple (<=100),2018,12.14,Yes,2018-04-01,2018-04-01,1
VP,1802082201,"BUILDING STRUCTURES & EXTERIORS, LLC",18020822,Simple (<=100),2018,9.43,Yes,2018-04-01,2018-04-01,0
VP,1802112001,JAMES D. INGRAM CONST. CO.,18021120,Simple (<=100),2018,5.14,Yes,2018-03-01,2018-03-01,3
VP,1802152301,"KIRKLAND, INC.",18021523,Moderate (100-200),2018,16.43,No,2018-06-01,2018-06-01,4
VP,1802152401,"KIRKLAND, INC.",18021524,Simple (<=100),2018,12.71,Yes,2018-05-01,2018-05-01,1
VP,1802152501,"KIRKLAND, INC.",18021525,Simple (<=100),2018,12,Yes,2018-05-01,2018-05-01,4
VP,1802152601,"KIRKLAND, INC.",18021526,Simple (<=100),2018,10,Yes,2018-04-01,2018-04-01,3
VP,1802152701,"KIRKLAND, INC.",18021527,Complex (200-400),2018,13.71,Yes,2018-05-01,2018-05-01,0
VP,1802152801,"KIRKLAND, INC.",18021528,Simple (<=100),2018,9.71,Yes,2018-04-01,2018-04-01,0
VP,1802152901,"KIRKLAND, INC.",18021529,Simple (<=100),2018,11,Yes,2018-05-01,2018-05-01,3
VP,1802153001,"KIRKLAND, INC.",18021530,Simple (<=100),2018,12,Yes,2018-05-01,2018-05-01,3
VP,1802293501,"CLARK BROTHERS COMPANY, INC.",18022935,Simple (<=100),2018,6.86,Yes,2018-04-01,2018-04-01,1
VP,1802435001,"KIRKLAND, INC.",18024350,Complex (200-400),2018,14.86,Yes,2018-06-01,2018-06-01,1
VP,1802580601,"BUILDING STRUCTURES & EXTERIORS, LLC",18025806,Simple (<=100),2018,14,No,2018-06-01,2018-08-01,61
VP,1802594501,KEVIN PRICE GENERAL CONTRACTOR,18025945,Simple (<=100),2018,5,Yes,2018-04-01,2018-05-01,1
BUTLER,1700705501,"CEDAR FALLS BUILDING SYSTEMS, INC.",17007055,Complex (200-400),2018,21.57,Yes,2017-08-01,2017-08-01,0
BUTLER,1701269801,"FAZIO HOLDINGS, LLC",17012698,Moderate (100-200),2018,10.86,Yes,2017-07-01,2017-08-01,1
BUTLER,1701312701,"FAZIO HOLDINGS, LLC",17013127,Simple (<=100),2018,8.57,Yes,2017-07-01,2017-07-01,3
BUTLER,1701353301,"ANDERSON-ASHTON, INC.",17013533,Complex (200-400),2018,10,Yes,2017-08-01,2017-08-01,1
BUTLER,1701621301,PHALEN STEEL CONSTRUCTION COMPANY,17016213,Moderate (100-200),2018,8,Yes,2017-08-01,2017-08-01,3
BUTLER,1701718901,"HEIMBURGER CONSTRUCTION, INC.",17017189,Complex (200-400),2018,9.57,Yes,2017-09-01,2017-09-01,0
BUTLER,1702020501,"SCHWADA BUILDERS, INC.",17020205,Moderate (100-200),2018,7.43,Yes,2017-10-01,2017-10-01,1
BUTLER,1702045501,"SCHWADA BUILDERS, INC.",17020455,Complex (200-400),2018,13.86,Yes,2017-11-01,2017-12-01,2
BUTLER,1702270701,"APEX CONSTRUCTION CO., INC.",17022707,Simple (<=100),2018,6.29,Yes,2017-11-01,2017-11-01,3
BUTLER,1702457901,"GOSEWISCH CONSTRUCTION, INC.",17024579,Complex (200-400),2018,14.14,Yes,2018-01-01,2018-01-01,0
BUTLER,1702507801,"BOBBITT DESIGN BUILD, LLC",17025078,Moderate (100-200),2018,12,Yes,2018-01-01,2018-01-01,1
BUTLER,1702585701,"CHASE BUILDING GROUP, INC.",17025857,Moderate (100-200),2018,11.71,Yes,2018-01-01,2018-01-01,1
BUTLER,1702803401,"SUNBELT BUILDERS, INC.",17028034,Simple (<=100),2018,9.86,Yes,2018-02-01,2018-02-01,1
BUTLER,1702852001,HEIMER CONSTRUCTION,17028520,Simple (<=100),2018,6,Yes,2018-01-01,2018-01-01,0
BUTLER,1801914201,"DUBLIN CONSTRUCTION CO., INC.",18019142,Moderate (100-200),2018,8.86,Yes,2018-03-01,2018-03-01,1
BUTLER,1701063601,"RICHARDSON BROTHERS CONSTRUCTION, INC.",17010636,High Complex (400-800),2018,13.86,Yes,2017-07-01,2017-07-01,1
BUTLER,1701364201,"STRICKLAND CONSTRUCTION COMPANY, INC.",17013642,High Complex (400-800),2018,11.57,Yes,2017-08-01,2017-08-01,1
BUTLER,1701493601,E. L. CRAWFORD CONSTRUCTION INC.,17014936,Very High Complex (>800),2018,14.86,Yes,2017-09-01,2017-09-01,0
BUTLER,1701503301,"JKC BUILDING SYSTEMS, LLC",17015033,Simple (<=100),2018,7,Yes,2017-08-01,2017-08-01,1
BUTLER,1701505001,"SEPTAGON CONST. CO., INC. - SEDALIA",17015050,Simple (<=100),2018,3.57,Yes,2017-07-01,2017-07-01,2
BUTLER,1701795601,"SEPTAGON CONST. CO., INC. - COLUMBIA",17017956,Moderate (100-200),2018,11.29,Yes,2017-10-01,2017-10-01,1
BUTLER,1701825401,"BRANCO ENTERPRISES, INC.",17018254,Moderate (100-200),2018,8.29,Yes,2017-09-01,2017-09-01,1
BUTLER,1701941901,"EVERGREEN DESIGN-BUILD, LLC",17019419,Complex (200-400),2018,9.86,Yes,2017-10-01,2017-10-01,0
BUTLER,1702072501,MAR BUILDING SOLUTIONS LLC,17020725,Simple (<=100),2018,5.29,Yes,2017-10-01,2017-10-01,1
BUTLER,1702227601,TRI-STATE BLDG. & SPLY. CO. INC.,17022276,Simple (<=100),2018,5.57,Yes,2017-10-01,2017-10-01,1
BUTLER,1702252401,"SEPTAGON CONST. CO., INC. - SEDALIA",17022524,Simple (<=100),2018,6.14,Yes,2017-11-01,2017-11-01,1
BUTLER,1702356401,"SEPTAGON CONSTRUCTION - LIBERTY, INC.",17023564,Simple (<=100),2018,6.43,Yes,2017-11-01,2017-11-01,1
BUTLER,1702385601,"SEPTAGON CONST. CO., INC.",17023856,Moderate (100-200),2018,8.14,Yes,2017-11-01,2017-11-01,0
BUTLER,1702543501,DARLAND CONSTRUCTION CO.,17025435,Complex (200-400),2018,13.43,Yes,2018-01-01,2018-01-01,1
BUTLER,1702642901,HEIMER CONSTRUCTION,17026429,Complex (200-400),2018,7,Yes,2017-12-01,2017-12-01,6
BUTLER,1702794301,"PENCON, INC.",17027943,Simple (<=100),2018,6,Yes,2018-01-01,2018-01-01,0
BUTLER,1702821901,COMMERCIAL CONTRACTING CORPORATION,17028219,Simple (<=100),2018,12.57,Yes,2018-02-01,2018-02-01,1
BUTLER,1702826301,"JAMES STEEL ERECTORS, INC.",17028263,Complex (200-400),2018,11.86,Yes,2018-02-01,2018-02-01,1
BUTLER,1702836901,MAR BUILDING SOLUTIONS LLC,17028369,Moderate (100-200),2018,11,Yes,2018-02-01,2018-02-01,3
BUTLER,1702910401,TRI-STATE BLDG. & SPLY. CO. INC.,17029104,Complex (200-400),2018,10.43,Yes,2018-02-01,2018-02-01,1
BUTLER,1702975501,L KEELEY CONSTRUCTION CO,17029755,High Complex (400-800),2018,12.29,Yes,2018-03-01,2018-03-01,1
BUTLER,1801934701,MAR BUILDING SOLUTIONS LLC,18019347,Simple (<=100),2018,7.29,Yes,2018-03-01,2018-03-01,3
BUTLER,1801956601,"SEPTAGON CONST. CO., INC.",18019566,Simple (<=100),2018,8.86,Yes,2018-03-01,2018-03-01,1
BUTLER,1801988101,"CENTURY CONSTRUCTION COMPANY, INC.",18019881,High Complex (400-800),2018,9,Yes,2018-03-01,2018-03-01,1
BUTLER,1802004101,"M PAUL GENERAL CONTRACTORS, LLC",18020041,Simple (<=100),2018,7,Yes,2018-03-01,2018-03-01,1
BUTLER,1802004201,"DOWNS CONSTRUCTION COMPANY, LLC",18020042,Moderate (100-200),2018,8.14,Yes,2018-03-01,2018-03-01,0
BUTLER,1802012001,MAR BUILDING SOLUTIONS LLC,18020120,Moderate (100-200),2018,10.57,Yes,2018-04-01,2018-04-01,0
BUTLER,1802023601,STROUD AND COMPANY,18020236,Moderate (100-200),2018,14,Yes,2018-04-01,2018-04-01,3
BUTLER,1802233401,"SEPTAGON CONSTRUCTION - LIBERTY, INC.",18022334,Complex (200-400),2018,9.43,Yes,2018-04-01,2018-04-01,3
BUTLER,1802267901,"JAMES STEEL ERECTORS, INC.",18022679,Complex (200-400),2018,10,Yes,2018-04-01,2018-04-01,3
BUTLER,1802309301,"MARSH/BELL CONSTRUCTION CO., INC.",18023093,High Complex (400-800),2018,15.29,Yes,2018-06-01,2018-06-01,3
BUTLER,1802335101,"WOOD BROTHERS GENERAL CONTRACTORS, LLC",18023351,Simple (<=100),2018,8.86,Yes,2018-04-01,2018-04-01,0
BUTLER,1802478001,"SEPTAGON CONST. CO., INC.",18024780,Moderate (100-200),2018,9.86,Yes,2018-05-01,2018-05-01,1
BUTLER,1802545301,"J.A.G. II, INC.",18025453,Simple (<=100),2018,8.57,Yes,2018-05-01,2018-05-01,1
BUTLER,1802547001,"SEPTAGON CONST. CO., INC.",18025470,Simple (<=100),2018,6,Yes,2018-04-01,2018-04-01,3
BUTLER,1802554501,"BC BUILDERS, INC",18025545,Simple (<=100),2018,6.43,Yes,2018-05-01,2018-05-01,0
BUTLER,1802610701,"EVERGREEN DESIGN-BUILD, LLC",18026107,Moderate (100-200),2018,12,Yes,2018-06-01,2018-06-01,1
BUTLER,1802659601,"BRANCO ENTERPRISES, INC.",18026596,Complex (200-400),2018,13.29,Yes,2018-06-01,2018-06-01,1
BUTLER,1802782401,"BC BUILDERS, INC",18027824,Simple (<=100),2018,11.43,Yes,2018-06-01,2018-06-01,1
BUTLER,1802848001,"SEPTAGON CONST. CO., INC. - SEDALIA",18028480,Simple (<=100),2018,9.43,Yes,2018-06-01,2018-06-01,0
BUTLER,1701619901,"WOOD BROTHERS GENERAL CONTRACTORS, LLC",17016199,Moderate (100-200),2018,8.71,Yes,2017-08-01,2017-08-01,1
BUTLER,1700857201,BUTLER - HOUSE/DIRECT REGION CASH SALES,17008572,Moderate (100-200),2018,28.29,No,2017-10-01,2017-10-01,0
BUTLER,1700857601,BUTLER - HOUSE/DIRECT REGION CASH SALES,17008576,Simple (<=100),2018,27.86,No,2017-10-01,2017-10-01,1
BUTLER,1700858001,BUTLER - HOUSE/DIRECT REGION CASH SALES,17008580,Moderate (100-200),2018,27.86,No,2017-10-01,2017-10-01,0
BUTLER,1701087601,PILOT TRAVEL CENTERS LLC,17010876,Complex (200-400),2018,5.43,Yes,2017-07-01,2017-07-01,1
BUTLER,1701267801,PILOT TRAVEL CENTERS LLC,17012678,Simple (<=100),2018,13,Yes,2017-09-01,2017-09-01,1
BUTLER,1701527501,PILOT TRAVEL CENTERS LLC,17015275,Moderate (100-200),2018,9.71,Yes,2017-09-01,2017-09-01,0
BUTLER,1701528101,PILOT TRAVEL CENTERS LLC,17015281,Moderate (100-200),2018,13,Yes,2017-10-01,NA,NA
BUTLER,1701728401,"ROZELL INDUSTRIES, INC.",17017284,Simple (<=100),2018,14.57,No,2017-10-01,2017-10-01,3
BUTLER,1701860701,BUTLER - HOUSE/DIRECT REGION CASH SALES,17018607,Simple (<=100),2018,27.86,No,2018-02-01,2018-02-01,1
BUTLER,1702942101,PILOT TRAVEL CENTERS LLC,17029421,Simple (<=100),2018,16.14,No,2018-05-01,2018-05-01,3
BUTLER,1802258101,BUTLER - HOUSE/DIRECT REGION CASH SALES,18022581,Moderate (100-200),2018,17.43,No,2018-06-01,2018-07-01,10
VP,1700823001,"BAYLAND BUILDINGS, INC.",17008230,CII/FT,2018,6,Yes,2017-07-01,2017-07-01,0
VP,1701011601,LEFEVER BUILDING SYSTEMS,17010116,CII/FT,2018,8,Yes,2017-09-01,2017-09-01,0
VP,1701026001,BOTKIN CONSTRUCTION CO.,17010260,CII/FT,2018,4.71,Yes,2018-06-01,2018-06-01,7
VP,1701111201,"BAYLAND BUILDINGS, INC.",17011112,CII/FT,2018,5.14,Yes,2017-11-01,2017-11-01,1
VP,1701142801,"TETON WEST OF WASHINGTON, LLC",17011428,Complex (200-400),2018,12,Yes,2017-08-01,2017-08-01,1
VP,1701177401,"BAYLAND BUILDINGS, INC.",17011774,CII/FT,2018,5,Yes,2018-05-01,2018-07-01,37
VP,1701206501,BOUMA & COMPANY,17012065,CII/FT,2018,2.29,Yes,2017-08-01,2017-08-01,4
VP,1701374001,"TETON WEST CONSTRUCTION, INC.",17013740,CII/FT,2018,4.29,Yes,2017-07-01,2017-07-01,3
VP,1701402101,"TETON WEST CONSTRUCTION, INC.",17014021,CII/FT,2018,4,Yes,2017-07-01,2017-07-01,1
VP,1701426801,"PRO ERECTORS, INC.",17014268,CII/FT,2018,4,Yes,2017-07-01,2017-07-01,1
VP,1701461701,"PRE-FAB BUILDERS, INC.",17014617,CII/FT,2018,5.29,Yes,2017-09-01,2017-09-01,1
VP,1701461801,"PRE-FAB BUILDERS, INC.",17014618,CII/FT,2018,2.14,Yes,2017-08-01,2017-08-01,2
VP,1701461901,"PRE-FAB BUILDERS, INC.",17014619,CII/FT,2018,4.29,Yes,2017-09-01,2017-09-01,1
VP,1701499801,COLWELL WANGEMAN CONSTRUCTION,17014998,CII/FT,2018,4.14,Yes,2017-07-01,2017-07-01,3
VP,1701566401,VP - EASTERN CASH/DIRECT SALES,17015664,CII/FT,2018,3.57,Yes,2017-08-01,2017-08-01,7
VP,1701664601,"FORM G COMPANIES, LLC",17016646,CII/FT,2018,2.71,Yes,2017-07-01,2017-08-01,1
VP,1701666201,"BAUMER CONSTRUCTION, INC.",17016662,CII/FT,2018,1,Yes,2017-07-01,2017-07-01,1
VP,1701668801,HUFTON CONSTRUCTION,17016688,CII/FT,2018,1.86,Yes,2017-07-01,2017-07-01,1
VP,1701685301,"KBW ASSOCIATES, INC.",17016853,CII/FT,2018,3.57,Yes,2017-08-01,2017-08-01,1
VP,1701788501,KIRBY STRUCTURES LTD,17017885,CII/FT,2018,3.86,Yes,2017-08-01,2017-08-01,1
VP,1701789701,CARMICHAEL CONSTRUCTION COMPANY,17017897,CII/FT,2018,2.71,Yes,2017-08-01,2017-08-01,1
VP,1701802501,"RILEY CONSTRUCTION COMPANY, INC.",17018025,CII/FT,2018,5,Yes,2017-09-01,2017-09-01,19
VP,1701822701,THOMAS & MARKER CONSTRUCTION,17018227,CII/FT,2018,4.71,Yes,2017-08-01,2017-08-01,0
VP,1701847801,BURKE STEEL BUILDINGS,17018478,CII/FT,2018,4.29,Yes,2018-04-01,2018-04-01,6
VP,1701847901,BURKE STEEL BUILDINGS,17018479,CII/FT,2018,4.29,Yes,2018-04-01,2018-04-01,19
VP,1701864201,CAPE FEAR CONSTRUCTION CO.,17018642,CII/FT,2018,2.43,Yes,2017-08-01,2017-08-01,1
VP,1701904401,"QMC, INC.",17019044,CII/FT,2018,4,Yes,2017-10-01,2017-10-01,0
VP,1701906301,"CENTRAL IOWA BLDG. SYSTEMS, INC.",17019063,CII/FT,2018,3.86,Yes,2017-09-01,2017-09-01,1
VP,1701912401,"SYSTEM BUILDERS, INC.",17019124,CII/FT,2018,5.57,Yes,2017-09-01,2017-09-01,0
VP,1701950301,"CANCO GENERAL CONTRACTORS, INC.",17019503,CII/FT,2018,4.71,Yes,2017-11-01,2017-11-01,0
VP,1701988501,"JENKINS CONSTRUCTION, INC. II",17019885,CII/FT,2018,2,Yes,2017-10-01,2017-10-01,0
VP,1701998901,ARCHITECTURAL BUILDING SYSTEMS LLC,17019989,CII/FT,2018,39.29,No,2018-05-01,2018-05-01,1
VP,1702020701,"COMMERCIAL DESIGN CONSULTANTS, LLC",17020207,CII/FT,2018,3.86,Yes,2017-10-01,2017-10-01,5
VP,1702044501,"SCHWISOW CONSTRUCTION, INC.",17020445,CII/FT,2018,4.29,Yes,2017-09-01,2017-09-01,1
VP,1702071101,KINSMAN CONSTRUCTION,17020711,CII/FT,2018,6.71,Yes,2017-11-01,2017-11-01,1
VP,1702110601,"SYSTEM BUILDERS, INC.",17021106,CII/FT,2018,3.29,Yes,2017-09-01,2017-10-01,4
VP,1702137301,"IMHOFF CONSTRUCTION SERVICES, INC.",17021373,CII/FT,2018,2.71,Yes,2017-10-01,2017-10-01,0
VP,1702163601,ABUCK INC.,17021636,CII/FT,2018,4,Yes,2017-10-01,2017-10-01,1
VP,1702177501,"PRO ERECTORS, INC.",17021775,CII/FT,2018,1.86,Yes,2017-09-01,2017-10-01,4
VP,1702177601,"PRO ERECTORS, INC.",17021776,CII/FT,2018,4,Yes,2017-10-01,2017-10-01,1
VP,1702203001,"QMC, INC.",17022030,CII/FT,2018,3.57,Yes,2017-10-01,2017-10-01,0
VP,1702206301,"CANNON BUILDING SYSTEMS, INC.",17022063,CII/FT,2018,3.29,Yes,2017-11-01,2017-11-01,0
VP,1702215801,KEITH KESSEL CONSTRUCTION,17022158,CII/FT,2018,3.57,Yes,2017-10-01,2017-10-01,3
VP,1702220301,"STEEL STRUCTURES, LLC",17022203,CII/FT,2018,5,Yes,2017-11-01,2017-11-01,1
VP,1702220801,CROSSLAND CONSTRUCTION,17022208,CII/FT,2018,4.29,Yes,2017-11-01,2017-11-01,1
VP,1702248201,"SUPERSTRUCTURES, INC.",17022482,CII/FT,2018,3,Yes,2017-11-01,2017-11-01,1
VP,1702253001,K. WOHLTMAN CONSTRUCTION,17022530,CII/FT,2018,3.86,Yes,2017-12-01,2017-12-01,1
VP,1702254701,"JON PROPERTIES, LLC",17022547,CII/FT,2018,3.57,Yes,2018-02-01,2018-05-01,86
VP,1702289801,GRAY & BECKER CONSTRUCTION CO.,17022898,CII/FT,2018,2,Yes,2017-10-01,2017-10-01,1
VP,1702298601,"BRAND CONSTRUCTION, INC.",17022986,CII/FT,2018,4.57,Yes,2017-10-01,2017-10-01,3
VP,1702316701,"TEDESCO CONSTRUCTION SERVICES, INC.",17023167,CII/FT,2018,2.71,Yes,2017-10-01,2017-10-01,1
VP,1702370101,"AM-1 ROOFING, INC.",17023701,CII/FT,2018,8.86,Yes,2017-12-01,2017-12-01,2
VP,1702378601,K. WOHLTMAN CONSTRUCTION,17023786,CII/FT,2018,4.43,Yes,2017-11-01,2017-11-01,3
VP,1702385401,CON-TECH GENERAL CONTRACTORS LTD,17023854,CII/FT,2018,2.71,Yes,2017-10-01,2017-11-01,1
VP,1702413301,CLAWSON CONSTRUCTION AND METAL BUILDING,17024133,CII/FT,2018,5.29,Yes,2017-11-01,2017-11-01,0
VP,1702417001,"A. L. HUBER CONSTRUCTION, INC.",17024170,CII/FT,2018,3.14,Yes,2017-11-01,2017-11-01,1
VP,1702481001,"MIDWEST BUILDERS, INC.",17024810,CII/FT,2018,4.43,Yes,2017-11-01,2017-11-01,3
VP,1702481201,GRAY & BECKER CONSTRUCTION CO.,17024812,CII/FT,2018,6,Yes,2017-11-01,2017-11-01,1
VP,1702481501,"NITZ DESIGN BUILDERS, INC.",17024815,CII/FT,2018,14.86,No,2018-01-01,2018-01-01,1
VP,1702484201,GRAY & BECKER CONSTRUCTION CO.,17024842,CII/FT,2018,6,Yes,2017-11-01,2017-11-01,1
VP,1702507601,"EVANS BUILDING CO., INC.",17025076,CII/FT,2018,5.43,Yes,2017-11-01,2017-11-01,1
VP,1702520501,K. WOHLTMAN CONSTRUCTION,17025205,CII/FT,2018,2.57,Yes,2018-03-01,2018-03-01,1
VP,1702521601,PEOPLES CONSTRUCTION CORP.,17025216,CII/FT,2018,4.57,Yes,2017-11-01,2017-11-01,1
VP,1702529801,"MAKLOC CONSTRUCTION, INC.",17025298,CII/FT,2018,2.71,Yes,2017-11-01,2017-11-01,1
VP,1702544201,"SCHWISOW CONSTRUCTION, INC.",17025442,CII/FT,2018,4.86,Yes,2017-11-01,2017-11-01,0
VP,1702641101,EPOC CONSTRUCTION INC.,17026411,CII/FT,2018,4,Yes,2017-12-01,2017-12-01,1
VP,1702647701,"PRO ERECTORS, INC.",17026477,CII/FT,2018,3.29,Yes,2017-11-01,2017-11-01,0
VP,1702695001,"PRO ERECTORS, INC.",17026950,CII/FT,2018,4,Yes,2017-12-01,2017-12-01,1
VP,1702701501,CARMICHAEL CONSTRUCTION COMPANY,17027015,CII/FT,2018,2.71,Yes,2017-12-01,2017-12-01,1
VP,1702703401,"KINDNESS GENERAL CONTRACTORS, INC.",17027034,CII/FT,2018,3.29,Yes,2018-01-01,2018-01-01,1
VP,1702728501,"THIRTY ONE CONSTRUCTION, LLC",17027285,CII/FT,2018,2.29,Yes,2017-12-01,2017-12-01,1
VP,1702742201,STEEL BUILDING SPECIALISTS,17027422,CII/FT,2018,6.14,Yes,2018-04-01,2018-04-01,1
VP,1702812301,"BAYLAND BUILDINGS, INC.",17028123,CII/FT,2018,2.86,Yes,2018-02-01,2018-02-01,5
VP,1702821701,"ROGGOW CONSTRUCTION COMPANY, LLC.",17028217,CII/FT,2018,2.86,Yes,2017-12-01,2017-12-01,2
VP,1702889101,"W. A. STRATTON CONST. CO., INC.",17028891,CII/FT,2018,4.57,Yes,2018-01-01,2018-01-01,1
VP,1702898001,"TETON WEST CONSTRUCTION, INC.",17028980,CII/FT,2018,3.71,Yes,2018-01-01,2018-01-01,1
VP,1702933401,EWS CONSTRUCTION LLC,17029334,CII/FT,2018,5,Yes,2018-01-01,2018-01-01,3
VP,1702934601,MAAS CONSTRUCTION,17029346,CII/FT,2018,5,Yes,2018-01-01,2018-01-01,4
VP,1703014701,"RICH KRAMER CONSTRUCTION, INC.",17030147,CII/FT,2018,1.57,Yes,2018-01-01,2018-01-01,1
VP,1801894801,GEERLINGS DEVELOPMENT COMPANY,18018948,CII/FT,2018,2.14,Yes,2018-03-01,2018-03-01,0
VP,1801897701,"PHI CONSTRUCTION, INC.",18018977,CII/FT,2018,4.86,Yes,2018-04-01,2018-04-01,3
VP,1801905901,"IRON SPECIALTIES, INC.",18019059,CII/FT,2018,2.86,Yes,2018-01-01,2018-01-01,3
VP,1801924801,CON-TECH GENERAL CONTRACTORS LTD,18019248,CII/FT,2018,4.86,Yes,2018-02-01,2018-02-01,0
VP,1801931501,"PRO ERECTORS, INC.",18019315,CII/FT,2018,2.86,Yes,2018-01-01,2018-01-01,1
VP,1801937001,"GREGORY DEVELOPMENT, LLC",18019370,CII/FT,2018,2.71,Yes,2018-03-01,2018-03-01,1
VP,1802018201,K. WOHLTMAN CONSTRUCTION,18020182,CII/FT,2018,2.43,Yes,2018-03-01,2018-03-01,1
VP,1802068001,"KNCOS, INC.",18020680,CII/FT,2018,6.57,Yes,2018-04-01,2018-04-01,3
VP,1802088601,"PRO ERECTORS, INC.",18020886,CII/FT,2018,1,Yes,2018-03-01,2018-03-01,0
VP,1802105301,"TETON WEST CONSTRUCTION, INC.",18021053,CII/FT,2018,1.57,Yes,2018-02-01,2018-03-01,8
VP,1802175501,K. WOHLTMAN CONSTRUCTION,18021755,CII/FT,2018,4.14,Yes,2018-04-01,2018-04-01,1
VP,1802192601,"PHI CONSTRUCTION, INC.",18021926,CII/FT,2018,9.71,Yes,2018-05-01,2018-08-01,101
VP,1802213201,"B-3 CONTRACTORS, INC.",18022132,CII/FT,2018,5.29,Yes,2018-04-01,2018-04-01,4
VP,1802296101,WESTERN STEEL BUILDERS COMPANY,18022961,CII/FT,2018,4.29,Yes,2018-04-01,2018-04-01,0
VP,1802318401,"RILEY CONSTRUCTION COMPANY, INC.",18023184,CII/FT,2018,2.43,Yes,2018-03-01,2018-04-01,14
VP,1802325201,MODERN BUILDING INC.,18023252,CII/FT,2018,2.57,Yes,2018-03-01,2018-04-01,28
VP,1802358601,MBG BUILDINGS INC,18023586,CII/FT,2018,3.29,Yes,2018-03-01,2018-04-01,14
VP,1802372001,"UNITED STRUCTURES, INC.",18023720,CII/FT,2018,4.14,Yes,2018-04-01,2018-04-01,1
VP,1802384501,VIAU INCORPORATED,18023845,CII/FT,2018,4.43,Yes,2018-06-01,2018-06-01,0
VP,1802386601,"DEL MAR ERECTORS, INC.",18023866,CII/FT,2018,8,Yes,2018-05-01,2018-05-01,1
VP,1802392001,"HOYT HAYES JR. CONSTRUCTION, INC.",18023920,CII/FT,2018,4.14,Yes,2018-04-01,2018-04-01,0
VP,1802404501,MIKE MILLER CONSTRUCTION,18024045,CII/FT,2018,3.43,Yes,2018-04-01,2018-04-01,4
VP,1802426501,"STEEL STRUCTURES, LLC",18024265,CII/FT,2018,6,Yes,2018-05-01,2018-07-01,77
VP,1802426801,"SHILOH, INC.",18024268,CII/FT,2018,3.57,Yes,2018-04-01,2018-04-01,0
VP,1802459701,JIMMY TRAYLOR CONSTRUCTION,18024597,CII/FT,2018,2.86,Yes,2018-03-01,2018-04-01,19
VP,1802466301,LOCK STEEL BUILDING CO.,18024663,CII/FT,2018,5.86,Yes,2018-05-01,2018-05-01,5
VP,1802516901,"BLUERIDGE GENERAL, INC.",18025169,CII/FT,2018,6,Yes,2018-04-01,2018-04-01,3
VP,1802518401,HUTTON CONSTRUCTION CORPORATION,18025184,CII/FT,2018,2.86,Yes,2018-04-01,2018-04-01,12
VP,1802554701,"TETON WEST OF WASHINGTON, LLC",18025547,CII/FT,2018,5.86,Yes,2018-05-01,2018-05-01,1
VP,1802570601,"JJD CONTRACTING CO., INC.",18025706,CII/FT,2018,3.57,Yes,2018-04-01,2018-04-01,1
VP,1802580001,"HEARTLAND CONTRACTING, LLC",18025800,CII/FT,2018,5.14,Yes,2018-04-01,2018-05-01,6
VP,1802590101,OUROWN CONSTRUCTION CORPORATION,18025901,CII/FT,2018,6.43,Yes,2018-05-01,2018-05-01,0
VP,1802601601,ZIWA CORPORATION,18026016,CII/FT,2018,5.86,Yes,2018-05-01,2018-05-01,0
VP,1802654101,"WHALEN CONSTRUCTION, INC.",18026541,CII/FT,2018,10,Yes,2018-06-01,2018-08-01,63
VP,1802658101,EWS CONSTRUCTION LLC,18026581,CII/FT,2018,3.86,Yes,2018-05-01,2018-05-01,1
VP,1802663701,RUDOLPH/LIBBE INC.,18026637,CII/FT,2018,3.57,Yes,2018-04-01,2018-04-01,3
VP,1802666001,RUDOLPH/LIBBE INC.,18026660,CII/FT,2018,5.57,Yes,2018-05-01,2018-05-01,0
VP,1802704401,"JENKINS CONSTRUCTION, INC. II",18027044,CII/FT,2018,2,Yes,2018-05-01,2018-05-01,0
VP,1802847901,"M. P. KELLY DESIGN & CONSTRUCTION SERVICES, LLC",18028479,CII/FT,2018,2.29,Yes,2018-05-01,2018-06-01,42
VP,1802851301,KINSMAN CONSTRUCTION,18028513,CII/FT,2018,4,Yes,2018-05-01,2018-05-01,0
VP,1802855501,"JOHN PLOTT COMPANY, INC.",18028555,CII/FT,2018,3,Yes,2018-05-01,2018-06-01,26
VP,1802857601,"JOHN PLOTT COMPANY, INC.",18028576,CII/FT,2018,3.86,Yes,2018-05-01,2018-06-01,16
VP,1802913801,VP - CENTRAL CASH/DIRECT SALES,18029138,CII/FT,2018,4.43,Yes,2018-05-01,2018-05-01,1
VP,1802937301,HAMMOND HOMES & CONSTRUCTION,18029373,CII/FT,2018,7.86,Yes,2018-06-01,2018-06-01,1
VP,1802953601,HAMMOND HOMES & CONSTRUCTION,18029536,CII/FT,2018,7.86,Yes,2018-06-01,2018-06-01,1
VP,1803066801,IRONWOOD CONSTRUCTION,18030668,CII/FT,2018,4,Yes,2018-06-01,2018-06-01,8
VP,1803069901,"TETON WEST CONSTRUCTION, INC.",18030699,CII/FT,2018,3.43,Yes,2018-06-01,2018-06-01,5
VP,1803134901,HUGHES-ROLLER BUILDING COMPANY,18031349,CII/FT,2018,3,Yes,2018-06-01,2018-07-01,24
VP,1803181201,"SCHWISOW CONSTRUCTION, INC.",18031812,CII/FT,2018,4,Yes,2018-06-01,2018-07-01,35
